customer_id,age,gender,region,annual_income,membership_tier,acquisition_channel,num_purchases_last_year,days_since_last_purchase,avg_purchase_amount,satisfaction_score,signup_days_ago
102759,47.0,Male,South,46366.0,Bronze,Paid_Ads,10,,40.71,8.3,44
104553,30.0,Male,West,61328.98,Silver,Referral,16,,93.09,,819
100458,28.0,Male,West,61049.53,Bronze,Paid_Ads,11,28.0,36.18,4.6,803
105845,55.0,Female,West,82957.52,Silver,Social_Media,7,,84.17,9.2,1362
100480,69.0,Female,North,48463.88,Gold,Referral,2,4.0,200.14,7.8,1292
101115,39.0,Male,East,,Bronze,Paid_Ads,7,,,7.5,1171
100799,50.0,Female,West,26782.74,Bronze,Referral,8,11.0,50.39,8.1,626
104222,45.0,Female,West,54359.02,Bronze,Email,9,55.0,,8.0,2215
102674,44.0,Female,North,89962.11,Silver,Organic,8,23.0,188.33,8.4,256
103096,24.0,Male,North,,Gold,Organic,7,,267.68,9.3,1436
100027,44.0,Female,West,56390.47,Bronze,Paid_Ads,8,,173.25,6.0,1290
103076,28.0,Male,West,44641.29,Bronze,Social_Media,10,19.0,55.37,6.5,892
102751,43.0,Male,Central,23843.29,Silver,Organic,4,202.0,69.6,5.7,2129
103271,51.0,Female,West,52408.44,Bronze,Organic,10,19.0,247.53,10.0,2405
101748,42.0,Other,South,71684.72,Silver,Organic,6,23.0,,7.6,2420
101288,38.0,Female,South,1559074.5752247772,Silver,Referral,6,12.0,254.04,7.5,810
101282,18.0,,North,44296.52,Silver,Email,13,108.0,71.55,7.6,235
104935,33.0,Male,South,56270.54,Bronze,Referral,5,30.0,146.98,6.5,1881
102620,58.0,Female,North,,Gold,Paid_Ads,7,46.0,186.63,6.8,464
102064,43.0,Male,South,69200.15,Bronze,Social_Media,8,40.0,53.77,7.2,1120
102192,27.0,Female,South,116784.55,Silver,Organic,9,21.0,116.52,,511
104650,35.0,Male,Central,25479.11,Silver,Social_Media,1,57.0,59.25,7.2,2186
105155,46.0,Male,Central,26321.95,Bronze,Referral,7,15.0,104.84,10.0,1766
104718,34.0,Male,North,66593.17,Silver,Referral,9,124.0,82.14,6.9,2210
101952,41.0,Female,West,113529.31,Platinum,Organic,6,,219.19,7.1,1925
104579,32.0,Male,South,50486.53,Silver,Organic,6,,121.03,8.5,1188
102918,60.0,Male,South,69009.86,Bronze,Organic,5,44.0,58.19,,1812
104936,30.0,Male,East,24680.09,Bronze,Referral,14,,94.57,10.0,422
100608,43.0,Other,South,52779.74,Bronze,Referral,4,16.0,150.89,8.0,720
104094,24.0,,South,43198.12,Bronze,Paid_Ads,7,64.0,74.67,10.0,153
104804,50.0,,South,42047.19,Silver,Organic,10,26.0,95.31,5.1,109
103405,20.0,Female,South,29788.12,Gold,Email,5,74.0,220.35,5.9,384
105857,47.0,Female,North,84431.45,Bronze,Social_Media,12,59.0,153.34,6.3,903
103942,34.0,Female,East,37644.7,Bronze,Email,8,9.0,38.19,8.1,1319
104853,62.0,Male,East,52405.0,Bronze,Referral,3,56.0,40.24,8.1,46
105894,52.0,Female,South,91872.66,Bronze,Paid_Ads,4,3.0,109.0,6.7,1628
104507,47.0,Female,South,58906.56,Bronze,Paid_Ads,10,38.0,242.91,8.5,1176
100204,46.0,Female,East,49666.09,Silver,Email,16,48.0,113.8,7.3,1218
100340,45.0,Female,East,,Bronze,Organic,7,16.0,16.35,6.3,914
100838,55.0,Female,South,42877.51,Gold,Email,10,44.0,113.77,6.9,657
104360,61.0,Female,East,112451.64,Gold,Email,6,,,7.9,991
100388,44.0,Female,North,27520.66,Silver,Paid_Ads,9,7.0,148.05,8.3,2038
104153,43.0,Female,South,76276.68,Gold,Organic,6,23.0,124.85,8.8,1951
104823,56.0,Female,Central,53921.84,Bronze,Organic,8,47.0,,6.4,1197
102577,28.0,Male,North,24071.16,Gold,Social_Media,5,,216.03,9.1,695
103784,54.0,Male,North,40445.94,Bronze,Paid_Ads,8,,332.77,7.1,1491
103024,29.0,Male,South,66004.75,Platinum,Organic,8,13.0,291.27,8.5,217
103427,43.0,Female,South,38498.23,Gold,Organic,6,,,,513
103384,30.0,Male,South,56892.26,Silver,Referral,10,53.0,201.24,8.7,1573
104666,49.0,Male,North,,Silver,Organic,10,51.0,58.72,6.5,1755
102234,57.0,Male,East,56120.22,Bronze,Social_Media,8,,152.89,9.4,819
101651,32.0,Male,South,14033.78,Bronze,Social_Media,7,,62.66,8.2,1744
103248,22.0,Female,West,50431.02,Silver,Referral,5,,230.96,6.4,338
104907,47.0,Female,Central,88693.0,Silver,Organic,7,29.0,63.06,7.9,872
100678,43.0,Female,West,45296.82,Silver,Paid_Ads,8,,31.54,3.7,2012
103862,47.0,Male,North,23155.18,Gold,Organic,7,9.0,55.06,7.2,1383
101540,56.0,Other,East,49604.83,Gold,Paid_Ads,6,3.0,227.73,5.3,956
101917,31.0,Male,West,40032.76,Bronze,Email,11,2.0,50.61,5.2,1263
100062,34.0,Female,South,36616.73,Silver,Referral,6,1.0,93.16,6.6,1592
103660,38.0,Other,West,,Bronze,Organic,9,25.0,78.09,8.3,2082
104138,40.0,Female,West,,Silver,Organic,7,25.0,71.13,4.1,1344
104358,34.0,Male,South,51986.7,Bronze,Email,10,,290.78,4.5,2139
101481,43.0,Female,East,83488.36,Bronze,Social_Media,4,46.0,240.18,7.2,776
100791,29.0,Male,West,75734.11,Gold,Paid_Ads,9,33.0,186.59,7.3,1778
101671,37.0,Female,North,59537.23,Silver,Organic,7,11.0,231.77,10.0,1027
103209,50.0,Other,East,12475.6,Silver,Social_Media,8,93.0,98.99,7.9,1630
105435,27.0,Male,West,53114.68,Silver,Organic,4,15.0,,6.5,1321
103117,30.0,Female,West,29904.53,Bronze,Paid_Ads,6,10.0,178.87,8.5,1965
104948,42.0,Male,South,52698.36,Silver,Organic,9,,37.38,9.1,672
104236,45.0,Female,West,37551.88,Bronze,Referral,10,46.0,36.21,4.9,1435
105342,40.0,Male,Central,53472.64,Bronze,Paid_Ads,7,29.0,60.63,7.1,1294
103750,54.0,Female,North,66187.9,Bronze,Organic,6,31.0,34.85,6.2,2422
104400,23.0,,West,77462.01,Silver,Organic,11,6.0,52.14,7.8,129
102597,53.0,Female,North,54725.4,Gold,Referral,4,,103.82,7.4,1310
104005,55.0,Female,West,78678.01,Bronze,Paid_Ads,7,27.0,65.66,4.7,1384
102094,48.0,Female,East,56661.63,Silver,Referral,9,,158.02,8.6,877
100734,36.0,Female,South,29248.12,Silver,Social_Media,10,24.0,54.28,10.0,1225
103691,47.0,Male,North,70304.58,Silver,Referral,3,219.0,172.12,8.9,1796
104550,28.0,Female,Central,30262.11,Bronze,Social_Media,6,7.0,325.9,7.0,1965
103957,29.0,Male,Central,,Bronze,Organic,10,,127.02,5.0,1103
105090,62.0,Male,North,44101.08,Silver,Email,12,35.0,203.08,8.5,2133
101841,31.0,Female,Central,54448.22,Bronze,Email,4,74.0,,8.9,2091
102852,55.0,Male,West,66724.47,Bronze,Email,10,,,6.8,155
100528,40.0,Male,South,64166.91,Gold,Referral,6,7.0,51.59,,575
103304,50.0,Male,West,52590.7,Silver,Organic,13,92.0,49.55,5.7,1154
105660,40.0,,Central,52444.57,Silver,Email,5,25.0,110.2,8.3,428
102510,34.0,Female,Central,46943.8,Gold,Organic,9,,132.45,7.6,2199
102229,64.0,Male,East,40026.99,Silver,Referral,3,226.0,190.05,7.1,548
102095,39.0,Other,South,30211.01,Bronze,Organic,10,31.0,36.64,7.0,380
104336,28.0,Male,North,41863.22,Bronze,Social_Media,10,,96.04,8.8,1944
100804,43.0,,North,71339.88,Silver,Organic,2,31.0,84.55,,992
100858,43.0,Female,East,,Bronze,Social_Media,9,9.0,110.26,6.3,555
103471,19.0,Male,West,72703.55,Platinum,Organic,6,165.0,163.47,7.6,2492
102419,45.0,Female,North,85865.24,Bronze,Organic,5,41.0,39.48,7.9,1567
102755,51.0,Male,East,79914.22,Silver,Organic,9,15.0,76.59,8.1,1938
104680,25.0,Female,West,52417.21,Bronze,Organic,12,45.0,130.17,6.3,1147
101644,46.0,Female,East,37396.67,Silver,Organic,4,108.0,84.56,7.1,2410
100220,30.0,Male,South,39654.67,Bronze,Referral,9,1.0,101.33,4.9,938
105175,63.0,Male,North,27793.31,Bronze,Organic,9,53.0,154.27,6.9,2085
101289,62.0,Male,East,,Bronze,Email,4,11.0,157.02,8.7,2399
101116,39.0,Male,East,51449.93,Silver,Paid_Ads,5,59.0,47.29,6.9,759
100583,34.0,Male,South,58275.75,Gold,Organic,5,24.0,77.73,7.8,493
103162,45.0,Male,West,3073233.37789703,Bronze,Organic,9,8.0,37.49,9.2,2183
100044,41.0,Male,South,29580.33,Bronze,Referral,9,117.0,63.22,8.7,2304
105772,45.0,Female,Central,87099.24,Silver,Organic,7,46.0,177.64,8.0,205
102452,33.0,Other,Central,,Bronze,Paid_Ads,14,,,5.4,2479
105950,75.0,Male,North,,Silver,Paid_Ads,10,34.0,182.63,5.1,133
101521,23.0,,South,16527.4,Bronze,Paid_Ads,7,36.0,73.18,4.7,909
103129,29.0,Male,North,70814.64,Silver,Paid_Ads,11,102.0,,,2175
102132,66.0,Male,South,49289.92,Silver,Email,8,,110.56,,766
101745,46.0,Female,East,17839.34,Gold,Referral,4,3.0,106.92,7.4,1833
105790,54.0,Male,Central,36704.73,Bronze,Paid_Ads,7,22.0,156.06,6.5,1460
101225,27.0,Male,East,38017.32,Gold,Social_Media,4,127.0,,7.2,1399
102800,30.0,Male,West,46297.69,Silver,Social_Media,9,23.0,,6.8,2229
101072,25.0,Female,East,83493.22,Silver,Organic,8,6.0,58.99,,2154
100719,34.0,,Central,,Gold,Email,8,29.0,118.49,,1414
104357,48.0,Male,South,19487.28,Bronze,Paid_Ads,6,53.0,377.87,6.0,2223
101962,30.0,Male,North,27071.92,Silver,Referral,12,,186.72,7.3,1557
100671,47.0,Female,East,50137.11,Silver,Referral,6,16.0,117.09,5.9,1622
103894,25.0,Female,Central,56085.58,Silver,Referral,7,12.0,155.96,4.8,1815
103103,47.0,Male,East,38482.49,Bronze,Email,9,87.0,80.59,3.4,2038
102046,26.0,Female,East,63833.41,Platinum,Paid_Ads,16,,192.35,8.2,102
104798,48.0,Other,South,35676.23,Bronze,Email,6,,81.98,5.0,848
105954,43.0,Female,East,49750.15,Silver,Paid_Ads,9,5.0,165.73,8.5,557
100898,28.0,Female,South,,Silver,Paid_Ads,8,18.0,208.45,7.1,1886
101259,59.0,Male,North,101330.72,Platinum,Paid_Ads,10,41.0,226.2,9.2,2470
102856,57.0,Male,South,28637.48,Gold,Social_Media,10,17.0,,6.3,590
100096,21.0,Female,West,85618.77,Bronze,Social_Media,5,25.0,149.88,6.2,56
103022,56.0,Female,South,58887.33,Bronze,Referral,12,28.0,125.18,,430
103277,50.0,Male,East,49952.73,Gold,Referral,10,110.0,83.6,9.5,619
100843,59.0,Male,East,75680.23,Bronze,Paid_Ads,7,18.0,7.76,5.6,2024
104035,29.0,Male,South,38694.92,Silver,Paid_Ads,9,13.0,58.99,7.0,2375
102706,36.0,Male,South,43716.81,Bronze,Paid_Ads,7,14.0,83.68,8.3,1453
104976,31.0,Female,North,86444.39,Gold,Email,12,187.0,121.24,6.8,1433
102619,29.0,Other,West,55587.96,Bronze,Organic,5,32.0,38.48,8.5,1812
103419,40.0,Female,East,74580.86,Silver,Paid_Ads,10,97.0,26.24,7.7,1375
104632,19.0,Female,East,28113.09,Bronze,Organic,4,,38.81,,986
105152,37.0,Male,Central,87847.32,Silver,Organic,10,1.0,23.93,8.6,1563
100323,52.0,Male,Central,,Gold,Referral,5,8.0,129.93,7.5,1291
104356,29.0,Male,East,48980.48,Gold,Paid_Ads,7,22.0,,5.5,1833
102133,33.0,,West,30249.42,Bronze,Referral,4,8.0,194.79,7.4,1863
103728,46.0,Female,West,94254.24,Bronze,Paid_Ads,7,,47.19,7.0,2230
100335,38.0,Female,North,26137.32,Bronze,Paid_Ads,9,,163.76,6.5,883
102645,55.0,,North,67825.52,Bronze,Paid_Ads,6,33.0,145.46,7.2,2163
100333,30.0,Male,Central,48446.22,Silver,Organic,5,57.0,134.48,8.6,2235
100834,33.0,Female,South,32460.56,Silver,Organic,8,43.0,122.13,7.5,1224
102535,36.0,Male,South,56678.51,Bronze,Organic,8,118.0,111.6,4.6,1110
102168,18.0,Female,North,,Silver,Organic,9,3.0,63.72,5.0,307
102252,37.0,Other,North,50258.86,Bronze,Organic,7,58.0,50.59,7.7,1280
101887,25.0,Male,North,41056.41,Bronze,Social_Media,7,26.0,225.95,7.0,1250
102167,72.0,Male,East,53412.9,Bronze,Referral,10,,64.78,6.1,2375
100732,39.0,Male,East,51780.61,Bronze,Organic,7,,143.98,7.6,668
101696,43.0,Male,West,,Silver,Paid_Ads,17,18.0,45.17,6.9,1188
100292,40.0,Female,South,105743.09,Bronze,Referral,10,69.0,161.36,6.4,1558
100185,43.0,Female,South,85336.59,Silver,Email,14,270.0,57.77,9.5,2298
104727,34.0,Female,East,58998.0,Gold,Paid_Ads,7,4.0,118.25,7.2,1847
104764,57.0,Female,East,29782.22,Silver,Referral,9,114.0,202.42,7.7,842
103212,37.0,Female,West,40235.91,Bronze,Paid_Ads,6,,,7.5,2193
100534,43.0,Female,East,109878.2,Silver,Social_Media,11,4.0,134.26,4.4,160
102836,37.0,Female,East,25781.55,Platinum,Organic,8,61.0,183.65,9.6,1364
102716,39.0,Male,East,,Bronze,Paid_Ads,4,34.0,77.95,6.6,1785
103899,30.0,Female,West,107726.79,Bronze,Organic,6,15.0,148.87,7.5,1978
103169,27.0,Female,South,,Bronze,Organic,6,17.0,104.53,7.7,1288
100658,40.0,Female,West,,Bronze,Organic,11,,,8.0,520
101256,30.0,Female,North,47206.9,Bronze,Social_Media,7,,46.74,4.9,2459
102723,18.0,Male,Central,64490.57,Gold,Paid_Ads,9,124.0,174.24,7.0,2060
102733,59.0,Male,Central,61479.2,Bronze,Paid_Ads,4,20.0,65.23,7.7,1155
102482,27.0,Female,West,56565.09,Bronze,Organic,9,66.0,141.17,6.4,1538
105088,,Female,East,,Gold,Referral,4,0.0,159.87,9.0,1466
100899,44.0,Female,Central,34027.59,Silver,Organic,4,8.0,,6.8,1393
100429,21.0,Female,East,94746.71,Bronze,Social_Media,7,147.0,113.01,7.0,1335
105449,54.0,Male,South,22073.78,Gold,Organic,12,,80.27,7.1,2109
101993,41.0,Female,Central,179075.77,Bronze,Paid_Ads,8,14.0,68.7,8.2,760
102005,21.0,Female,East,59119.01,Gold,Organic,10,,114.46,4.5,1875
101437,33.0,Male,South,88033.76,Silver,Email,11,23.0,,6.6,1532
105430,65.0,Female,Central,74073.57,Silver,Referral,10,6.0,164.31,5.8,2115
101223,43.0,Male,North,70234.74,Gold,Organic,6,88.0,112.97,7.9,687
102888,40.0,Male,South,42321.25,Silver,Social_Media,9,71.0,52.01,8.9,2391
102338,48.0,Female,East,51881.66,Platinum,Organic,13,15.0,431.81,8.2,936
103516,34.0,Male,East,15164.65,Bronze,Referral,6,39.0,74.68,7.8,731
104520,18.0,Male,North,86743.83,Bronze,Referral,7,66.0,46.59,9.3,742
105911,57.0,Female,East,26461.79,Bronze,Organic,6,85.0,,8.0,271
104714,27.0,Female,South,63223.81,Silver,Referral,5,40.0,124.43,5.9,2195
102848,31.0,Female,Central,18173.35,Platinum,Social_Media,10,26.0,225.09,6.8,1940
104337,40.0,Female,South,39394.6,Bronze,Email,4,5.0,73.05,6.8,955
103387,38.0,Male,North,61007.5,Silver,Referral,3,,126.6,,279
101722,21.0,Female,North,58500.07,Gold,Organic,9,120.0,153.33,8.2,1253
102405,28.0,Male,South,58735.7,Bronze,Referral,6,62.0,,5.4,504
101819,44.0,Female,Central,,Silver,Organic,10,13.0,28.2,7.0,498
105419,35.0,Female,South,57185.58,Bronze,Email,8,4.0,,7.2,1490
102677,57.0,Male,South,15023.25,Silver,Social_Media,8,12.0,67.53,5.6,1610
104956,63.0,Female,North,111057.26,Silver,Organic,13,62.0,187.93,8.6,232
103613,31.0,Female,East,76976.0,Bronze,Social_Media,8,12.0,118.34,7.4,292
103729,41.0,Male,North,30685.22,Gold,Social_Media,5,87.0,219.23,6.9,393
102906,38.0,Male,West,59000.3,Platinum,Social_Media,5,46.0,129.76,7.4,1508
101411,33.0,Male,West,77995.24,Gold,Social_Media,6,1.0,297.19,7.5,2064
104343,37.0,Male,South,110907.73,Silver,Organic,9,55.0,38.16,7.8,404
104003,41.0,Male,South,27930.6,Gold,Organic,10,4.0,89.82,5.8,1296
105714,69.0,Male,East,55940.17,Bronze,Email,11,5.0,46.19,6.8,321
102165,45.0,Male,East,144931.82,Silver,Referral,12,24.0,191.63,7.1,406
101832,39.0,Male,East,140784.96,Bronze,Email,9,8.0,12.42,9.4,1351
101127,59.0,Female,South,45424.66,Silver,Social_Media,10,53.0,35.59,9.2,646
104372,31.0,Female,South,38643.77,Silver,Organic,8,63.0,248.59,8.3,189
105638,52.0,Other,North,,Silver,Organic,8,,89.28,8.2,1548
105923,71.0,Male,West,61112.07,Platinum,Email,6,19.0,158.14,5.8,2201
103781,43.0,Other,South,51283.91,Platinum,Paid_Ads,5,9.0,250.56,7.1,1419
100305,37.0,Female,South,84612.96,Bronze,Referral,9,35.0,72.23,7.5,829
101898,43.0,Female,East,77514.69,Bronze,Referral,9,45.0,91.66,6.3,2223
101293,33.0,Male,West,49664.92,Gold,Email,14,18.0,77.21,9.0,296
100071,23.0,Female,West,33264.52,Bronze,Organic,4,83.0,90.45,5.9,1771
104145,55.0,Female,Central,56868.28,Bronze,Referral,6,18.0,70.49,8.0,1641
101306,18.0,Female,East,44467.67,Platinum,Social_Media,10,20.0,373.4,4.9,2122
102781,56.0,Male,West,52621.56,Bronze,Referral,8,26.0,141.34,7.4,452
105252,55.0,Male,East,90992.43,Bronze,Social_Media,5,8.0,94.39,5.8,335
104225,30.0,Male,South,46746.29,Bronze,Paid_Ads,3,126.0,30.02,,726
101666,30.0,Male,Central,87875.65,Platinum,Social_Media,12,53.0,200.77,,1142
101341,28.0,Male,West,31148.61,Gold,Organic,5,4.0,140.92,7.7,1543
100832,57.0,Male,West,59429.47,Bronze,Email,8,44.0,220.27,7.3,1879
102572,46.0,Female,North,,Platinum,Paid_Ads,6,,183.15,10.0,1895
101457,66.0,Male,East,104957.08,Silver,Organic,8,97.0,215.5,6.9,1314
103208,42.0,Female,North,90742.87,Bronze,Paid_Ads,8,19.0,129.69,8.6,743
103247,28.0,Female,West,48793.87,Gold,Email,5,150.0,214.37,6.3,437
100239,25.0,Female,North,33978.15,Gold,Social_Media,7,9.0,262.63,8.6,1264
100093,33.0,Female,East,46594.25,Bronze,Paid_Ads,11,19.0,17.3,6.0,907
105710,28.0,Male,North,45928.18,Silver,Referral,8,67.0,65.39,7.8,1177
102945,36.0,Female,North,36611.87,Gold,Paid_Ads,5,168.0,,9.6,2120
102520,18.0,Female,West,64984.03,Gold,Paid_Ads,7,110.0,181.9,7.5,1058
102772,45.0,Male,Central,83432.71,Gold,Paid_Ads,3,,125.74,6.1,2408
102604,40.0,Male,South,52747.35,Gold,Paid_Ads,4,43.0,88.53,7.0,1788
105307,40.0,Male,East,45872.79,Silver,Organic,6,,207.58,6.1,1758
103440,,Male,South,59676.54,Silver,Organic,5,19.0,111.1,5.5,97
101002,29.0,Male,East,36287.42,Silver,Social_Media,6,,97.84,6.0,2245
102043,61.0,,South,76146.85,Bronze,Referral,7,22.0,99.45,8.5,572
105179,18.0,Female,West,,Gold,Email,9,62.0,199.86,6.0,1355
103429,61.0,Male,Central,32144.76,Silver,Organic,5,25.0,110.92,6.7,396
102616,30.0,Female,North,46732.78,Silver,Paid_Ads,8,19.0,66.87,6.9,1420
101505,35.0,Male,South,60097.31,Bronze,Organic,9,58.0,111.46,,582
100958,65.0,Female,North,71651.06,Bronze,Social_Media,8,45.0,101.28,7.3,186
103802,29.0,Male,South,,Gold,Organic,12,14.0,262.36,8.9,925
105313,150.0,Male,East,40736.47,Bronze,Referral,6,57.0,,6.5,1250
104762,72.0,Male,Central,57067.83,Silver,Paid_Ads,7,50.0,32.97,6.7,207
101533,50.0,Male,North,27607.27,Bronze,Social_Media,4,,216.12,8.1,511
102303,18.0,Female,South,69904.38,Silver,Social_Media,7,,23.19,5.8,1212
100412,18.0,Female,South,55983.72,Gold,Paid_Ads,3,,181.96,6.1,2442
101406,46.0,Female,North,47911.28,Bronze,Email,10,26.0,12.01,8.2,2216
103348,40.0,Male,South,54349.6,Silver,Organic,6,,158.15,8.9,294
105759,42.0,Male,North,49998.72,Bronze,Social_Media,5,67.0,24.15,8.5,2373
101789,42.0,Male,South,46602.35,Bronze,Paid_Ads,7,,63.25,,323
102882,49.0,Female,Central,52461.49,Silver,Paid_Ads,4,,110.78,8.1,392
103051,50.0,Male,East,30229.43,Bronze,Paid_Ads,5,39.0,176.32,8.5,832
102088,32.0,Male,North,,Silver,Organic,9,,96.84,7.9,1046
101035,32.0,Male,West,44054.08,Gold,Organic,12,,231.24,7.1,885
105264,44.0,Male,West,91213.1,Gold,Organic,9,11.0,250.53,,883
105886,,Male,West,88299.12,Gold,Email,6,94.0,168.35,6.6,2153
105221,49.0,,North,46826.48,Bronze,Social_Media,8,,109.95,7.3,2169
100932,43.0,Male,West,78109.43,Bronze,Referral,13,8.0,,7.1,570
105472,32.0,Male,North,116053.84,Bronze,Paid_Ads,8,,80.65,6.8,2318
103329,30.0,Female,Central,23434.75,Gold,Paid_Ads,7,37.0,78.0,7.9,101
100634,18.0,,South,29696.14,Gold,Organic,9,,309.36,7.7,558
101742,56.0,Female,East,69951.47,Bronze,Paid_Ads,12,,74.63,8.9,223
100499,18.0,Female,East,66373.5,Bronze,Paid_Ads,10,53.0,,6.8,1249
100938,37.0,Male,East,42340.8,Gold,Organic,10,,95.85,6.6,319
100416,40.0,Female,East,34324.96,Silver,Social_Media,8,20.0,200.41,8.6,160
102329,40.0,Male,Central,38225.25,Bronze,Paid_Ads,7,81.0,62.44,6.0,1890
103280,33.0,Male,South,50138.82,Platinum,Organic,9,22.0,107.52,6.8,1113
103587,26.0,Male,South,87757.6,Bronze,Organic,16,,,5.3,673
104368,36.0,Male,West,51255.81,Gold,Email,10,47.0,,7.9,315
104913,42.0,Male,East,118824.78,Bronze,Social_Media,8,123.0,30.56,5.7,1348
100758,48.0,Female,North,,Gold,Email,4,,60.89,4.0,2287
101617,73.0,Female,South,98424.85,Bronze,Email,6,14.0,,6.6,830
101042,50.0,Female,Central,90907.76,Gold,Paid_Ads,1,83.0,103.6,9.2,2003
103632,52.0,Female,North,115635.39,Silver,Referral,13,,112.44,6.0,1132
104654,33.0,Male,South,48163.76,Gold,Email,7,53.0,189.23,8.8,879
104465,,Male,East,174820.59,Bronze,Paid_Ads,8,97.0,384.75,6.9,1309
102463,36.0,Female,East,29599.21,Silver,Organic,9,32.0,69.89,8.1,157
100597,32.0,,Central,48731.41,Bronze,Social_Media,7,63.0,127.02,5.7,775
104044,21.0,Female,South,141998.6,Silver,Referral,8,,91.83,8.8,463
102764,49.0,Female,East,2744132.4956728336,Gold,Social_Media,8,,156.32,7.7,258
101069,55.0,Other,Central,52129.81,Silver,Referral,7,29.0,182.63,,1705
102196,18.0,Female,West,40782.37,Bronze,Paid_Ads,5,41.0,147.14,9.2,438
103040,37.0,Female,South,,Bronze,Paid_Ads,10,34.0,197.0,8.4,1168
105605,37.0,Female,South,40978.72,Silver,Organic,6,,96.66,7.2,1169
103228,37.0,Male,West,37504.26,Bronze,Paid_Ads,8,,44.96,5.9,963
100653,58.0,Male,North,37172.88,Silver,Paid_Ads,10,11.0,56.32,8.4,2110
104625,60.0,Other,Central,,Bronze,Organic,5,60.0,139.07,3.0,890
105332,43.0,,North,26296.15,Bronze,Referral,8,50.0,64.91,6.5,1594
105168,25.0,Female,South,60826.09,Silver,Social_Media,9,,39.39,9.7,716
102717,39.0,Female,West,41633.23,Silver,Email,4,27.0,105.47,10.0,1534
104854,18.0,Female,East,,Bronze,Paid_Ads,11,,53.78,8.3,1153
105902,34.0,Female,West,56712.11,Bronze,Social_Media,6,15.0,39.97,5.7,1308
102700,28.0,Male,South,,Bronze,Paid_Ads,11,27.0,124.72,8.1,2237
104546,38.0,Male,South,34541.2,Silver,Referral,10,54.0,97.78,4.8,1431
100076,46.0,Male,North,16869.75,Silver,Organic,6,9.0,89.67,7.5,1912
103667,38.0,Male,East,38232.67,Bronze,Referral,7,25.0,191.35,7.9,103
105925,23.0,Male,West,50272.1,Bronze,Organic,7,,103.34,8.1,1332
102930,34.0,Male,North,39711.03,Platinum,Organic,9,,168.98,8.0,30
105529,35.0,Female,North,43524.38,Bronze,Social_Media,11,95.0,235.1,7.8,1992
105956,40.0,Female,South,,Silver,Social_Media,4,57.0,201.33,7.8,1094
103804,42.0,Male,East,23266.54,Bronze,Referral,5,4.0,81.07,7.7,1276
105026,18.0,Male,East,44112.72,Silver,Referral,5,90.0,259.91,6.4,2220
105283,26.0,Male,West,51120.46,Gold,Organic,5,66.0,110.69,8.2,635
102485,37.0,Female,West,56283.26,Gold,Organic,8,8.0,165.55,8.7,1523
104792,18.0,Female,East,25023.91,Platinum,Organic,11,,242.09,7.7,1134
101011,23.0,,East,28153.03,Gold,Paid_Ads,7,47.0,206.73,8.1,1409
101030,51.0,Male,West,68048.28,Silver,Paid_Ads,11,94.0,60.6,8.3,1556
102843,,Other,South,41820.91,Bronze,Social_Media,4,,94.17,4.5,1172
100829,53.0,Female,South,45266.34,Bronze,Paid_Ads,4,19.0,52.33,4.7,1551
102707,43.0,Male,East,49157.85,Bronze,Paid_Ads,6,54.0,144.65,8.8,1368
101877,47.0,Female,West,45021.69,Silver,Email,12,1.0,200.28,7.2,897
100097,22.0,Male,West,,Bronze,Referral,11,,124.17,8.3,1952
103379,26.0,Female,Central,132133.57,Silver,Referral,10,36.0,131.83,5.4,2131
104598,42.0,,West,50564.92,Silver,Social_Media,8,,93.4,6.9,1008
104596,48.0,Female,South,,Gold,Social_Media,9,,113.86,8.3,2309
104842,26.0,Female,East,48748.12,Bronze,Organic,6,16.0,137.45,7.7,429
101201,22.0,,South,79303.01,Silver,Organic,12,71.0,,6.3,1844
100622,38.0,Male,Central,33184.36,Gold,Referral,12,1.0,108.85,6.9,2426
105454,26.0,Female,West,34581.98,Silver,Referral,12,,29.35,6.3,903
101413,19.0,Female,North,43834.4,Bronze,Social_Media,6,1.0,66.89,,498
100567,36.0,Female,West,91723.13,Bronze,Social_Media,5,14.0,153.65,8.6,1299
100544,36.0,Other,North,87057.03,Silver,Organic,11,20.0,128.3,8.4,1622
101335,43.0,Female,East,,Silver,Paid_Ads,5,8.0,83.03,5.4,2497
104300,36.0,Male,South,48607.55,Bronze,Paid_Ads,11,119.0,46.94,5.8,1461
100052,46.0,Female,Central,45231.58,Silver,Paid_Ads,7,20.0,31.44,7.8,1352
105047,49.0,Male,South,54065.71,Bronze,Organic,8,,,6.6,1418
102068,38.0,Male,East,33243.84,Platinum,Social_Media,11,74.0,170.19,6.2,1739
103873,32.0,,West,73563.4,Silver,Organic,11,4.0,151.35,8.7,731
101559,48.0,Female,East,43693.05,Platinum,Organic,13,207.0,166.37,7.5,811
100746,49.0,,West,62846.86,Gold,Social_Media,8,14.0,203.38,8.8,2321
104526,24.0,Male,East,73243.87,Bronze,Social_Media,8,152.0,,9.3,1551
104672,33.0,Female,Central,43857.24,Gold,Paid_Ads,6,122.0,116.27,7.4,2378
101468,22.0,Female,West,79052.66,Bronze,Email,5,14.0,444.07,9.1,608
104463,51.0,,Central,86521.38,Silver,Organic,7,,92.1,6.2,343
100196,27.0,Female,South,50893.46,Silver,Organic,7,22.0,62.96,7.7,2284
103401,43.0,Male,East,,Bronze,Paid_Ads,5,,160.52,7.4,1484
