V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Time,Amount,Class
-0.265071,-1.805216,-0.960948,1.195914,-0.218511,-0.080903,-1.044188,0.744414,0.395691,1.910901,24976.65,29.71,0
-0.135415,0.145848,1.835406,0.041709,1.167095,-2.167642,2.600033,-0.371829,2.154301,0.929511,134257.46,39.92,0
1.158102,-0.145123,-0.498925,0.910255,-1.981987,0.321927,1.249898,-0.037544,0.005727,0.794911,94220.73,132.18,0
-0.283647,1.532556,-0.208663,-1.941185,1.453151,1.443452,-1.160574,0.819633,-0.170763,-0.958767,117455.69,133.15,0
-0.07681,-0.100387,-0.118806,-0.096489,-0.713448,0.308277,-0.278074,-0.167412,-0.219961,0.372568,154538.75,17.08,0
0.799947,-0.691326,-0.103026,1.731452,2.000416,1.240551,0.154803,-0.855668,1.430369,0.76691,88252.71,138.64,0
-1.305552,-0.590532,1.413126,0.028509,0.004347,-0.960084,-0.027249,-0.627833,-0.746305,-1.030588,76318.04,217.87,0
-0.237437,-1.865168,-0.719267,-0.154942,-0.184847,-0.058991,1.167616,-2.143358,0.421438,-0.070654,27860.33,62.65,0
1.852148,0.644449,-1.268471,-1.214497,0.174263,-0.702359,1.055775,-0.040166,0.403454,-0.261974,63221.54,81.28,0
-0.460027,-1.067673,-0.011693,0.698035,0.22948,1.134603,-2.017279,0.190429,-0.199952,-0.40147,2133.04,174.0,0
-0.054945,-0.014922,-1.576056,0.563352,-0.096624,1.090959,1.677066,-0.612165,-0.689179,1.156673,33173.24,184.74,0
1.06024,0.202105,-1.267475,0.048094,0.466296,0.207194,1.097529,0.914761,0.563503,-0.107389,155780.1,52.93,0
1.031495,-0.26057,1.163867,-0.587816,-0.630731,0.435067,0.203891,-0.868521,-1.188262,-0.870505,71905.04,87.74,0
0.421236,-1.169809,-0.313451,-0.91246,1.399971,-0.968882,0.214747,-0.111418,-0.032322,2.199921,109601.81,105.83,0
-0.467659,-1.134623,2.571051,-0.195798,-0.238208,-0.134617,1.586482,2.574069,-0.983946,0.418678,34698.85,107.38,0
2.119185,1.385774,-1.539963,1.262922,0.182978,0.880685,0.008499,-0.119422,-1.319469,-0.439081,108850.86,55.68,0
-0.154678,-0.730033,0.69013,0.124963,0.919268,1.336999,-0.290513,-0.664112,-0.387165,-0.575829,8515.62,307.52,0
0.754391,-0.126545,1.087754,-0.388499,-0.866779,-0.196964,1.291934,0.130665,1.730681,-0.201868,8684.96,84.26,0
-0.498108,0.414084,-0.50231,-0.188003,0.649107,-0.515011,-0.228466,0.282908,-1.892944,-0.830269,98426.92,66.91,0
-0.533837,-0.604434,1.718286,1.452043,-1.780895,0.46686,1.316498,-1.389402,0.051571,0.1457,72210.23,55.16,0
1.749462,-0.337933,0.464405,-0.00311,0.017281,-1.070447,0.371587,0.698379,1.254945,-1.64762,5692.92,77.9,0
-1.362662,-0.054581,-0.068828,-0.596592,0.242268,-1.365618,-1.033935,-2.120429,0.584216,-0.797528,52206.76,108.89,0
0.17179,0.659175,0.925879,-1.412713,0.940428,0.286135,0.479237,0.616712,-0.833775,-0.04295,139962.97,117.62,0
-1.43755,0.24986,-0.935748,0.174387,1.373553,-0.787478,-0.358,-0.490669,0.695863,-0.428693,60413.76,169.82,0
-0.166622,-1.393761,0.12891,0.617714,0.650107,0.871215,-1.366279,-1.109055,-0.520168,-0.286259,39347.26,45.23,0
1.025934,1.761306,0.429082,-0.882564,0.604565,0.447645,-1.219733,-0.201535,0.011471,0.15416,95353.85,25.46,0
0.333347,-0.908517,0.081783,0.008028,-0.451595,-0.848149,-0.747935,0.122299,0.015958,0.997686,120235.57,84.48,0
0.174212,3.058416,-0.341803,1.52772,-0.028625,-1.251239,0.165763,0.201151,0.909667,1.84717,151369.79,271.19,0
1.356656,1.369468,-0.43072,0.211514,-1.354964,0.266242,-1.161878,-1.738515,0.586946,-0.320885,9828.81,42.85,0
0.508326,0.52302,0.516455,-1.877631,-0.247787,-0.217543,-0.21615,0.617408,-0.104482,1.246939,96740.68,11.1,0
-0.22409,0.56526,1.712873,-0.427873,1.399415,-0.812263,-1.124382,0.173163,-0.159234,-1.437491,100296.07,135.43,0
-1.588808,0.087893,-0.059758,0.043329,-0.456857,0.006208,1.088056,-1.329493,0.440375,-0.396854,15466.06,63.89,0
-1.445586,0.142827,0.261675,0.28713,0.678848,-1.481862,0.260005,-1.138362,1.208405,-0.508018,80979.28,55.53,0
-0.476843,-0.708665,-1.068959,0.894387,-0.70046,0.31536,-1.245553,-1.017126,-0.748314,0.914214,164799.25,40.36,0
-0.143041,0.070406,0.459715,-0.401098,-1.412753,0.240252,-0.241385,0.172467,-1.261105,-1.505068,164073.84,162.47,0
-0.495132,-0.24406,0.509525,-0.487877,1.331977,-0.861218,2.083785,1.431396,0.807342,0.069192,87855.05,34.34,0
-0.422652,0.857431,0.621326,1.203548,-2.684079,-0.16964,1.271412,-0.871915,-1.294412,0.311718,147245.01,13.62,0
1.212388,-0.516566,0.965498,-0.246073,0.448701,-0.168352,-0.294275,-0.532885,0.694814,-0.285743,124737.28,48.73,0
-0.032808,-0.673508,0.285121,1.584383,-0.921833,-1.682609,-0.053661,-1.35077,-1.646367,0.24587,143185.96,180.03,0
-1.138674,-0.138734,0.342354,3.191437,-1.74663,0.287361,2.529141,-0.592579,1.095134,0.21919,74795.08,88.33,0
1.173408,-1.569862,-0.557445,-0.468994,-0.64896,1.381843,2.164809,-1.06601,1.048628,-0.262891,101485.89,76.54,0
1.862155,-1.819832,0.69939,0.705813,-0.840548,-0.441207,-1.021931,0.049482,1.307275,0.991257,125738.1,115.07,0
1.14487,-0.900973,-0.747284,-0.085967,-0.385105,-0.863463,-0.746737,0.306598,1.255513,1.068962,126356.69,40.79,0
-1.826649,-0.49126,0.025786,-0.240964,-0.033898,2.004924,-1.128965,-0.30665,-0.524991,-0.94408,127536.13,187.71,0
-2.043516,0.374928,-0.387355,-0.113101,1.051014,0.469534,-0.264042,0.89201,0.435278,0.105141,111848.04,117.87,0
-0.304237,-0.084087,1.12266,2.116552,-1.045084,-0.417592,-0.796381,-1.129791,0.495094,-0.659543,29754.36,45.25,0
-1.69534,-1.619873,1.960066,2.786707,-0.011611,0.152703,-0.848102,0.084354,-0.127774,-0.391792,141824.75,90.07,0
-1.298334,-0.895905,-0.346747,-0.309502,0.159929,-1.419109,0.895258,-0.137518,0.476228,0.232478,152000.34,23.79,0
-1.351223,-0.306542,-1.574855,-0.072374,0.641223,1.578822,-0.666422,0.291701,0.104015,-0.222145,31573.16,21.72,0
-0.781289,-0.474342,-0.413933,0.337743,0.342109,-0.812889,-0.19882,0.277956,1.033533,0.222089,79190.57,101.11,0
0.005861,0.15,-1.921317,-0.910052,-0.39833,-0.422035,2.031414,1.386112,-0.715437,-0.550257,122598.1,59.37,0
0.402176,-0.867359,-1.203666,-1.256903,0.005009,0.723556,-0.087342,0.226776,0.951314,-0.339874,63279.22,107.1,0
-0.535895,0.211848,1.562456,-0.829535,-0.07089,0.393317,-1.010316,0.731904,-0.956042,-0.153801,97280.18,54.03,0
0.446122,1.881885,0.027446,-0.580961,0.187142,-0.338158,-0.778422,0.711543,-0.615243,0.580019,135672.51,45.71,0
0.97628,1.012875,0.041984,-1.800566,0.810403,-0.653,-0.211732,-0.718456,1.130337,-0.877604,126114.55,36.3,0
0.34138,-0.545296,1.495978,-0.798688,-0.916573,0.431392,-0.248459,-0.609398,0.000448,-1.354965,6779.43,47.3,0
1.629321,-1.862125,0.895631,0.066842,0.410259,-0.614508,-0.46795,-1.844857,-0.482223,-0.282347,70231.56,5.39,0
-0.971951,-1.28751,-0.814667,-0.743433,0.845464,-0.375682,-0.998216,2.242073,-1.677138,-1.237683,127899.04,36.12,0
1.476512,0.58249,-0.92125,0.382127,0.174225,0.658651,-1.129597,-0.745171,1.310846,1.364875,143890.8,66.59,0
-1.63585,1.440831,0.704298,1.148089,-0.508189,-0.720748,-1.640385,-1.238513,-0.382763,-1.032413,152908.09,148.47,0
1.276579,-0.269645,0.523859,0.23565,-0.254985,0.111702,0.956905,-0.696813,-0.947827,0.860304,106252.04,3.82,0
0.928778,0.168144,0.735392,-0.386766,0.52656,-2.193551,-0.643338,0.129722,-1.643019,0.941584,107009.39,25.22,0
-1.154231,0.117236,1.797749,0.933868,0.6322,0.592428,0.111964,0.958393,-0.155862,-0.422807,90729.84,7.89,0
0.0626,-0.622014,0.091197,1.401677,-0.684946,-0.340955,-0.806344,0.874575,-1.025717,-1.132983,4679.05,140.28,0
0.137405,-1.462828,-0.364808,0.923437,1.665882,-1.319292,0.51165,1.183055,2.362356,-0.201781,58001.09,60.82,0
-0.146739,-0.842861,-0.093121,1.549027,0.910996,1.108523,-0.002075,1.362224,0.586202,0.788654,62475.21,115.5,0
0.014689,-0.074097,-1.468048,1.552872,-0.444121,-0.396636,-0.908599,0.43908,-0.603059,0.164376,134575.81,36.4,0
1.39971,0.291137,1.39742,0.780154,0.354216,0.668759,-0.851752,0.189074,1.590683,-0.176606,75304.19,238.34,0
-0.01929,-0.093774,1.588981,-0.359574,-0.405559,-0.830211,-0.606313,-1.027382,-0.54411,0.922806,4583.29,43.14,0
-0.427091,-0.159602,0.174587,1.406048,2.249988,-0.307661,-0.144434,0.619454,-0.098328,0.836432,89852.21,122.16,0
0.582848,1.480574,-0.035752,1.836334,-0.604395,0.783154,-1.302275,0.129492,-0.325235,-0.215039,102536.45,86.58,0
0.788423,-0.747124,0.689621,-0.529327,0.209615,-0.727094,-1.282058,0.067128,1.830647,2.071649,12772.19,15.8,0
1.098268,-1.727324,1.992028,-0.727251,0.332767,-0.639068,-0.186851,1.382701,0.503503,-0.5689,122723.63,142.17,0
-0.880198,0.591055,1.625692,-0.101331,-0.312645,0.938557,-0.232643,0.982052,-2.338197,-0.181355,14565.13,189.37,0
-1.168931,0.510033,2.187202,-0.518523,-0.128829,0.891944,0.957303,0.624427,-1.6176,0.50173,170262.75,41.03,0
-0.445035,-0.170316,-0.202452,0.331107,-1.218131,0.098898,-0.406143,-0.838921,0.111713,1.58356,165072.98,212.3,0
0.084829,-0.195031,0.490479,-1.534535,-1.215903,0.245192,-0.222048,-0.629747,1.134089,-0.965548,145222.89,100.96,0
2.284927,0.851987,-1.102478,-0.035088,-0.884001,-0.223489,0.47847,0.959011,0.195629,0.029985,32606.19,45.41,0
-0.95161,0.049529,0.43498,-1.001267,-0.093631,-0.83062,1.642853,0.88184,0.204729,-2.017074,35425.11,111.42,0
1.668033,1.032057,-2.069988,0.159841,-0.575483,-0.92654,0.264497,-0.289969,-0.028302,-0.551466,90209.05,68.77,0
-0.499663,-0.119708,0.528276,0.564905,-0.433325,0.484619,-0.855787,-0.639742,-0.443169,-0.42004,103227.0,122.61,0
1.218843,-0.493667,0.182521,1.141097,-1.348381,-0.438044,1.597945,-0.122353,0.408072,0.461156,132591.18,73.91,0
0.567812,-0.312485,-0.128829,-1.08266,1.222517,1.51347,1.722645,-1.288934,-1.184938,0.53425,169180.46,93.12,0
1.770967,-0.260355,-0.033373,-0.457142,-2.826925,1.174599,-1.872501,-0.551839,-1.555079,-0.575937,46084.19,40.84,0
1.412327,-0.419111,-1.119909,0.400751,0.314611,-0.290396,0.621239,1.015155,0.173887,2.500232,125068.17,148.3,0
-0.882339,-0.183941,-0.609107,-1.248073,0.811016,0.042978,-0.303629,0.421211,0.545355,1.400277,100508.42,29.5,0
2.506506,-0.220195,1.042912,0.855939,2.122971,0.125499,0.663795,-0.185212,-0.857633,-0.99784,78261.57,14.54,0
2.362704,0.363332,-1.092293,-0.533103,-1.625306,-0.596237,-1.985785,-0.646192,0.513011,-0.310754,126950.46,295.1,0
0.662882,-0.317449,0.493167,-0.863323,-0.477647,1.313063,1.111421,0.931576,1.614413,0.058094,90055.99,94.77,0
0.71446,-1.48442,0.428874,-0.092888,-1.393462,-0.366841,-2.032684,1.183834,-1.21066,-0.223608,142043.49,119.06,0
-0.224505,0.652868,0.002274,-2.635869,-0.076352,0.864916,1.020931,0.588068,0.556715,1.13391,74402.96,102.08,0
1.321765,0.905649,1.13651,0.692994,-1.622241,-0.440189,2.194387,-0.679489,-0.481802,-1.423185,36342.45,59.72,0
0.201446,-1.403512,0.899011,0.268363,0.012284,0.69553,0.835485,-0.916623,-0.279328,0.573429,160047.9,17.52,0
-0.146092,1.503689,3.173474,-1.954574,-0.655218,-0.296481,-0.944661,0.280141,-0.09968,0.264551,129734.2,80.23,0
-0.475253,0.1533,-0.127913,0.573198,1.458128,0.02036,-0.286977,0.16758,0.124356,-0.073407,157650.25,3.91,0
-1.574094,-0.716803,-0.387749,-0.271992,-0.497174,0.273298,1.007267,0.344577,1.012319,1.032495,57544.74,52.8,0
0.112048,0.434659,-0.162391,-1.856136,0.628224,-0.950742,0.159723,-1.575887,0.682179,0.326421,87773.9,28.2,0
-1.541855,1.937439,-0.43852,-2.015509,-0.242899,1.355908,-0.626136,0.895628,1.001733,-0.813202,39439.53,165.85,0
-1.746166,-0.813928,-1.329674,-0.776241,-0.277463,-1.556484,-1.490589,-0.63505,-0.612615,-0.582594,120097.7,6.97,0
-1.835972,-1.054452,0.272532,-0.080674,-1.027013,0.388774,-0.786131,-0.002746,0.066211,-0.068026,133513.48,15.18,0
0.960665,0.759163,-0.876989,0.214598,-0.800206,0.31615,-0.734306,0.183768,-0.222385,0.345804,6850.65,97.61,0
-0.514357,-2.590495,-1.503078,-0.221209,-0.186862,-0.556132,-0.185202,0.065674,-1.885463,-0.432367,137950.54,51.52,0
0.156948,0.160753,0.211435,1.385877,1.556763,2.589447,-0.078721,-0.258963,-0.909612,0.599461,7824.53,39.3,0
1.908822,-0.467858,0.744837,-0.901122,-0.450679,0.560877,-0.577082,-0.062582,-0.614288,1.254489,107237.47,54.15,0
-1.944768,0.636813,-1.254378,-0.428461,0.150466,0.543083,-0.345105,-1.338648,-0.960412,-1.270112,18181.23,6.45,0
2.037671,-0.319875,0.136355,0.442672,-0.942678,-1.078572,-0.688801,-0.015122,0.719466,-0.677988,29204.87,20.49,0
0.375656,-0.697216,-0.187959,0.037087,0.097553,1.91458,-0.346335,-0.566178,0.076787,0.536948,132142.49,70.19,0
0.3567,-1.034577,1.01471,0.591897,0.321206,-0.327747,-1.262457,-1.390243,0.814904,0.034092,68043.65,73.56,0
-0.139517,0.213421,0.523319,-0.761151,0.456851,-2.473287,-0.413615,0.296699,0.903808,1.632744,12650.57,21.34,0
0.613124,1.627889,0.647712,-1.233905,0.956234,-1.353489,-0.422173,-1.848131,1.600801,-0.218356,36375.86,254.7,0
0.079956,-0.163179,-0.818816,0.087016,0.97665,-0.511138,0.946366,-0.030318,-0.520408,0.440836,112905.62,224.74,0
0.393819,-0.81393,-0.121252,0.09908,-1.267885,0.338276,-1.139561,0.492371,-1.28753,-1.18449,56591.67,102.55,0
-0.38541,0.099146,0.665954,-0.289523,0.547643,1.161561,1.32879,1.358017,-0.898537,-0.535962,155346.09,11.39,0
1.768518,-0.640241,0.10405,-0.096261,-2.218617,-2.665172,0.765442,-0.706848,0.774635,-1.064654,86093.46,101.45,0
1.605425,0.958588,0.056457,0.060809,-1.532043,1.510978,-0.09769,-0.872104,0.200755,-1.430954,4905.02,177.92,0
-1.163564,1.511277,-0.927815,1.778861,-2.672897,-0.602705,-1.54154,1.602903,0.16264,0.402284,6970.79,78.54,0
0.708728,0.564587,0.448844,0.013012,0.204089,0.384151,2.338123,1.494993,-0.475081,-0.27993,29235.12,30.77,0
-0.578462,-0.318202,1.326914,-0.239322,-1.12497,0.539021,0.690357,0.449313,-1.365206,0.42969,89716.32,37.44,0
0.558423,1.059908,-0.623664,-0.349952,1.072527,0.131142,0.552301,-0.181951,-1.293174,-1.341239,76099.68,14.92,0
-0.797459,0.508298,-0.438258,0.044659,0.358652,-1.493043,0.421553,-0.699585,-0.238576,-0.105819,65031.83,29.68,0
1.766077,-0.414087,-2.046671,2.021246,0.838872,1.378224,-0.538884,-0.183532,0.958356,-0.090731,145649.81,71.45,0
-0.365204,0.905585,1.478416,-0.831852,0.515044,0.367436,0.809752,1.043153,0.227101,-1.927436,35083.45,73.19,0
-0.386847,-1.309739,0.172523,0.245786,-0.011144,0.714202,-1.762039,-0.212919,-2.88783,-0.644431,133541.02,1.22,0
2.176542,-1.688408,0.33291,0.038627,1.183346,-0.34583,-0.113523,-0.292712,0.683798,-1.20136,22364.89,40.1,0
0.425463,-0.910012,-0.403781,-0.342124,2.387195,-1.206426,-0.958643,-0.030087,0.393453,-0.499655,62790.29,164.52,0
-1.196531,-0.11374,1.066572,-0.756779,-0.374402,-0.036772,1.100529,0.021577,0.447891,-0.189083,71671.73,168.3,0
-0.667108,1.321987,-0.115501,0.002511,0.441735,1.126641,0.885663,-0.007809,-0.191049,0.139212,11376.34,62.77,0
-1.922377,-0.834493,1.24563,-0.144132,0.637214,1.346434,2.820491,0.412662,1.199498,0.475311,102719.53,28.54,0
-0.481335,-1.553422,-0.440992,-0.184454,0.908376,-0.787137,0.361864,1.017528,1.257757,0.436309,70818.79,65.27,0
-0.682132,0.488042,0.529235,0.855334,0.522752,0.343694,-0.593485,-0.206101,0.124767,0.530814,69391.0,105.33,0
1.071425,-0.27015,-0.48637,-0.865938,0.074987,1.214162,-0.63443,1.412355,2.171074,1.210157,112876.15,122.67,0
-0.81416,-1.748104,-1.066248,-0.203566,0.390907,1.540831,-1.057592,-0.157941,-1.266913,-0.252549,95479.17,99.74,0
0.60949,1.131627,-0.327245,1.656746,0.265508,0.23863,1.485649,-1.173557,-0.90325,-0.273133,133314.05,118.38,0
0.855456,0.728543,0.86669,-0.546681,1.718027,-0.287339,1.520464,-1.078508,-0.075395,1.408152,76082.45,33.58,0
0.717831,0.837449,1.761663,-0.001296,0.835841,-1.650595,-0.15888,-1.246813,1.366317,2.308278,91315.93,163.26,0
0.964978,0.197857,-0.627014,0.30288,-0.699779,-0.353016,-1.398297,-0.095275,0.851911,-1.151608,25123.12,16.77,0
-2.751478,-2.14765,0.626173,-1.044559,0.239425,-0.441712,0.30648,-0.396388,-0.748861,-0.838579,144816.26,49.58,0
-4.180796,-0.447453,3.71188,-1.677617,-8.223603,-2.038605,-0.646512,0.698288,-0.247185,-0.44992,168945.15,238.56,1
0.612844,0.10432,-1.370413,-0.654672,-0.409257,-0.366446,-0.031487,2.255316,-0.79978,0.145735,101708.78,88.84,0
0.07472,-0.819413,-0.909576,1.138149,0.825626,-1.486452,-0.392804,1.11418,-0.918468,0.848947,56057.66,257.76,0
-1.131258,-0.190624,0.071528,1.255655,1.446389,-0.036589,-0.262751,1.199928,-0.170377,0.828204,76576.54,268.12,0
1.030118,-0.052309,0.331356,1.898649,-1.684603,0.112652,-0.443244,0.664819,-0.179912,-0.545369,160676.53,39.66,0
0.036753,-0.759738,2.60018,-0.320498,-0.479851,2.388858,-1.020679,0.730078,2.357882,0.478243,102071.36,9.33,0
0.928533,0.536601,0.792577,-0.515935,-1.381929,-0.858615,-0.381587,0.512805,-0.397629,-0.752784,46063.35,88.02,0
-0.624139,-0.317539,-1.637052,1.244316,0.028933,0.543427,0.044873,-1.771254,-0.338064,-1.15812,164470.91,250.4,0
-0.798107,-0.935496,0.749809,0.688715,-1.514622,2.941075,0.099028,0.878972,3.397426,-0.444312,135167.72,13.79,0
0.92338,-0.875436,0.761459,-1.079049,0.27767,1.27839,-0.047497,0.523333,0.391098,0.928428,125640.2,5.55,0
1.486094,1.737358,-1.03197,-1.019065,-0.466591,-0.469606,-0.574347,0.361815,0.091479,0.5276,10341.82,180.37,0
0.515126,0.361817,-1.911954,1.100255,0.885034,-0.706614,0.321566,-0.055699,1.38827,-0.701143,19980.31,143.22,0
0.823196,2.038026,-1.347153,-0.00303,-1.972448,0.96572,0.601248,1.615755,0.453304,0.866651,141319.08,149.66,0
-0.074745,-1.30511,-0.170313,0.937531,1.563338,0.126537,0.788576,0.259119,-0.174422,-1.986972,75579.4,65.2,0
-0.782575,-0.79309,-0.535199,-1.208124,-0.183195,0.448067,-0.218641,1.494415,0.272058,-0.132796,56397.76,68.77,0
-0.878203,-0.302401,0.539622,1.778759,-0.199551,-0.406268,0.555502,0.367304,2.111751,1.234866,31565.16,60.46,0
-1.069979,-0.137331,-0.394343,1.182429,-0.063883,-0.998555,0.122718,-0.604409,1.031806,0.048148,9027.73,102.52,0
-0.118208,-1.573606,-0.67557,0.968211,-1.397687,0.285099,0.217448,-0.00448,0.773797,-0.713222,14340.66,391.88,0
-0.609799,0.566138,1.171889,-1.227538,0.210047,-1.087117,-1.915552,-0.14949,0.196539,0.084662,144891.25,67.85,0
1.547046,1.969897,-0.809995,0.081052,1.499265,1.160698,0.345221,-0.190293,-1.078902,-0.504464,153395.88,54.32,0
1.040122,0.401708,-1.599468,-0.1282,-1.224858,2.383084,-0.226646,0.033993,0.992561,-1.286131,59649.84,8.78,0
0.459833,0.42775,-0.721289,1.485514,0.325483,-0.618995,1.307354,-0.374916,1.910326,0.832896,117676.16,142.58,0
0.756265,0.406159,-0.501658,0.055421,1.221941,1.385459,1.810871,-1.153947,0.038614,0.026102,8268.82,89.22,0
1.883329,-0.998552,1.052116,-0.622571,1.06943,-0.918353,0.785195,-0.382407,-0.765108,-0.094027,66525.55,31.98,0
1.005485,-1.32294,1.155138,-0.70931,-0.236599,1.16056,0.136858,0.613469,0.827459,0.638463,13892.39,140.31,0
0.473162,-0.714705,2.104343,0.644127,1.807865,-1.440324,-1.619955,-0.289731,1.343486,1.424483,994.08,25.12,0
0.501819,-1.119865,1.403378,-1.525484,0.672061,-0.120268,-1.991726,1.15359,-1.304287,0.477449,87152.89,99.64,0
-0.442885,0.246701,0.964049,-1.222593,-1.4883,0.186755,-0.589456,0.384162,-0.853157,0.740516,30063.14,33.54,0
0.602741,0.431991,-1.020344,0.320454,1.477043,-0.83962,-0.828766,-0.549038,1.042843,1.390544,129542.98,175.7,0
0.080661,0.057755,-2.238073,-0.181317,-0.308832,0.640246,0.623913,-0.682894,-0.269059,-0.498236,75174.36,20.95,0
-0.913747,-1.570081,0.416478,0.05011,1.294113,-0.512537,0.325503,-0.247444,-0.061322,-0.337152,4004.05,46.16,0
-0.637322,-0.511334,0.177231,0.780229,1.317827,0.972229,-0.010682,-0.763499,0.238833,0.701662,79355.87,120.71,0
-1.202167,-2.764329,-0.948401,-0.019109,-0.447872,-0.047789,1.174153,-1.224346,-0.565193,0.046081,59408.51,98.12,0
1.236235,-1.084619,-0.78489,-1.512941,0.011202,-0.356973,-1.107167,-0.356408,-0.616573,-2.186585,40070.9,55.43,0
-0.41016,-1.693551,-1.099932,-0.726656,0.273317,-1.34355,0.67591,-0.055864,-0.591017,1.636799,87374.91,126.53,0
-3.229809,0.852083,3.390811,-0.404564,1.545726,0.807645,1.599303,-1.23075,-0.137217,-0.916379,154881.62,1.67,1
-0.276872,-0.057501,-1.123752,-1.313529,0.499268,-1.217874,0.817101,0.070249,0.335435,1.202398,142050.42,155.34,0
-0.856422,-0.591371,-0.208863,-1.059774,-0.537276,1.127135,0.014178,-1.072558,-0.378573,-0.525028,32517.8,25.67,0
0.11798,-2.144897,0.857796,0.520315,-1.335031,-0.165832,0.738683,1.103249,-0.182584,0.095165,153478.1,209.56,0
0.081038,-2.912158,0.069332,1.745476,-0.724362,0.773654,0.205984,-0.075409,0.661668,0.890686,152546.52,113.13,0
-1.725178,1.09582,-1.529797,-0.160811,-0.472934,1.585582,-1.539281,1.020414,0.482105,-2.923852,51540.13,127.75,0
1.123827,1.499089,-0.326486,-0.513854,2.105443,0.223043,-1.727899,-0.770208,0.201761,1.027232,994.46,18.05,0
-0.252554,-0.668269,-2.622186,1.196092,-0.485338,0.339986,-1.173721,-0.948612,1.07783,-0.425995,71375.73,36.71,0
0.558123,0.143764,1.980908,-0.389947,0.411955,1.009928,2.088916,0.251154,0.58202,0.503619,84912.8,32.8,0
0.651259,-2.166113,-1.051432,0.542741,-0.013925,0.572681,0.791029,0.388004,-0.780057,-1.03122,166972.27,288.93,0
-0.676295,1.958867,1.587575,0.068138,-0.428172,-1.048593,-0.803407,0.60872,-1.195515,-0.815787,124860.4,5.36,0
-2.195562,0.251088,0.255823,0.256563,1.058823,0.385732,-0.493083,0.290746,-1.223002,0.358181,168630.27,243.1,0
-0.580211,-0.371118,-0.121357,-0.246678,0.172051,0.866932,1.107453,-1.045162,0.008523,-0.082752,103952.9,54.62,0
-0.738918,0.730254,-0.172942,1.091884,-1.283038,-0.670437,-0.298712,0.054884,-0.481614,2.027729,98048.53,38.91,0
-0.885527,0.436759,0.431248,-0.717254,-1.037958,-0.21415,0.871821,0.274894,-0.847757,-1.087044,57567.76,211.12,0
1.131483,-0.467458,-0.12388,1.740832,0.872504,1.41917,0.624863,1.195031,-1.671969,-0.827876,86860.06,153.86,0
0.329258,1.963491,0.966995,-0.737582,1.326408,-0.153061,1.292889,0.988109,0.014738,-1.27217,139081.63,70.1,0
0.42538,-1.396161,-0.986475,-0.561541,0.923798,1.471454,0.37026,1.548101,-0.743178,-0.28945,9655.31,55.9,0
2.046854,-0.685906,-0.342998,-0.953877,0.120439,-0.312202,0.626776,0.321944,-0.458448,1.004118,117100.22,59.18,0
0.686387,-0.816555,0.983337,-0.610556,0.440255,1.10855,-0.521574,1.009552,0.323458,-1.383351,88995.84,55.42,0
1.593821,0.655377,0.197122,0.158769,0.574763,2.514495,0.336233,0.233664,-1.65148,-0.753706,137639.05,160.67,0
0.763598,0.101319,-0.896788,1.44541,0.610462,1.024193,-0.361019,-0.256151,0.468945,1.269811,19109.94,55.42,0
0.332339,-0.701573,1.536924,1.347104,0.89545,1.113058,0.133715,1.82488,-0.308064,0.226017,147720.59,38.53,0
0.706225,1.159614,2.359506,0.589474,0.806675,-0.710009,0.697682,0.435626,0.680662,-0.009369,970.74,21.62,0
0.149297,1.412115,-0.319547,1.994851,0.591299,0.485577,-1.197193,0.413878,-0.984414,0.265929,117240.13,45.57,0
-0.015048,-0.424549,-1.485264,0.452343,-1.142884,-0.757715,1.230415,-1.12368,0.600366,1.179686,45987.06,147.52,0
-0.698303,0.575421,0.744601,-0.681689,-1.916575,0.406835,-0.702595,-1.650763,-0.35543,-2.293818,18168.85,70.41,0
-0.246017,0.688771,-0.669658,0.744156,-0.054147,-1.651988,0.598161,0.223745,0.811015,-1.287303,86348.66,16.48,0
-0.792894,1.332994,-0.099583,3.201465,-0.895541,1.211538,1.406292,0.266629,0.491266,-1.154118,41214.75,130.06,0
-0.528002,-0.524221,0.491888,-0.534334,1.515231,-0.104755,-0.137951,0.66429,-0.317324,1.028024,75500.66,168.79,0
0.435468,-0.384969,0.946752,-0.030121,1.367308,-2.213141,1.414321,0.374856,-0.113072,1.078831,53765.08,26.93,0
0.557017,1.430502,-2.272031,-1.057656,0.585018,-1.006749,0.508601,-0.185655,-0.723725,-1.054829,91994.03,64.86,0
0.580213,1.372168,-1.188646,1.141079,0.734759,0.60452,0.557208,0.04494,-0.121025,0.923637,151443.78,54.86,0
1.007069,-0.036477,-1.652132,-0.177081,1.198929,-0.591135,-2.632781,0.247479,-1.323154,0.648508,125583.74,33.06,0
0.776479,0.658479,-0.4862,0.204317,-1.852047,0.241642,-0.648979,0.625129,0.248616,0.945933,76129.4,86.41,0
-0.140276,-1.973893,0.269883,0.58731,0.137358,-1.042369,0.942678,-0.333476,-1.138085,0.311496,20962.42,55.95,0
0.786393,-1.534989,-1.457907,0.682244,-1.674909,0.861441,-0.331195,0.868472,-0.5276,-0.193894,139138.94,398.62,0
0.775382,1.02266,1.111306,-0.935426,-0.06473,1.416895,0.616077,0.668325,0.316244,-0.505462,14477.47,98.38,0
-0.609622,1.105933,0.840028,-0.925882,-0.049065,-0.451689,-1.773058,-0.177282,0.620126,0.646172,96105.73,33.42,0
